date,revenue,f_revenue,employment,f_employment,part_time_employment,f_part_time_employment,avg_work_week,f_avg_work_week,wages,f_wages,input_prices,f_input_prices,selling_prices,f_selling_prices,capex,f_capex,inventory,f_inventory,outlook,f_outlook,biz_climate,f_biz_climate,uncertainty
2018-08-01,24.7,29.1,9.8,14.0,12.8,2.4,12.3,5.4,39.7,36.0,33.0,38.0,22.6,40.4,19.8,18.0,18.3,7.2,7.4,22.8,14.2,17.1,14.0
2018-09-01,21.7,33.1,18.3,24.7,3.1,1.4,1.7,3.1,17.4,40.4,31.4,34.9,29.4,34.1,15.9,11.6,21.3,7.4,21.1,19.6,19.5,19.0,2.3
2018-10-01,12.1,24.0,5.5,22.6,-0.7,9.9,1.4,0.8,19.8,37.7,31.6,38.9,20.2,28.3,5.1,14.8,5.9,17.9,-1.8,11.6,-2.2,5.4,5.2
2018-11-01,10.5,16.7,2.1,13.4,5.1,7.0,2.6,-6.1,22.0,31.6,19.3,23.1,12.7,21.2,6.7,11.5,1.4,8.9,0.8,-2.4,4.7,-0.5,7.6
2018-12-01,2.3,-3.5,-5.3,1.0,-2.8,-2.0,-1.1,-3.1,12.9,20.2,21.9,32.6,13.2,14.3,0.4,-2.0,3.4,0.1,-19.7,-15.1,-17.0,-15.4,14.0
2019-01-01,5.4,1.9,-0.2,3.1,-5.0,-2.2,-1.5,-7.3,10.2,12.9,13.6,16.4,15.8,19.2,4.1,9.2,18.4,4.3,-11.0,-20.0,-13.2,-24.0,12.7
2019-02-01,6.9,23.7,5.6,7.2,5.9,3.5,-2.9,0.3,13.3,21.4,4.0,26.6,9.4,27.1,8.8,16.3,12.6,-15.2,-1.4,3.5,-6.5,1.2,6.0
2019-03-01,-3.4,27.0,-0.2,8.5,0.0,2.3,-4.7,-6.0,21.5,29.4,18.6,30.8,6.7,23.5,6.4,13.4,17.6,-0.2,-11.0,-1.9,-18.8,-7.6,11.1
2019-04-01,13.7,25.1,7.7,4.1,4.9,0.4,-2.0,-3.4,18.3,29.0,10.3,24.0,9.9,24.5,13.6,9.5,-2.7,-0.2,-5.1,8.1,-10.8,0.8,14.5
2019-05-01,-6.3,-8.0,-3.6,-7.0,-0.4,-3.5,-7.4,-6.9,17.3,27.6,8.2,24.0,0.7,21.1,2.6,-5.9,-4.9,-7.0,-19.4,-8.3,-15.0,-16.1,34.6
2019-06-01,-5.3,13.0,-8.1,-5.8,-3.0,-9.2,-1.8,-8.2,6.6,18.5,6.8,28.6,12.6,30.6,7.3,4.2,2.6,-11.7,-10.4,-5.0,-10.4,-5.2,26.0
2019-07-01,5.0,38.6,1.7,10.4,0.4,1.2,3.5,-1.6,14.2,26.6,9.3,26.5,6.3,23.1,3.2,1.9,5.2,-6.0,-6.0,12.0,-6.4,-1.1,5.6
2019-08-01,0.1,13.4,-5.5,-2.2,-1.1,-3.6,-2.9,-2.5,14.4,35.3,21.0,39.2,16.1,29.4,9.8,8.0,5.0,-7.2,-13.5,-13.9,-9.0,-15.7,21.1
2019-09-01,8.5,20.8,-2.8,8.8,-3.2,3.1,-5.5,-2.8,5.7,34.4,18.6,21.2,14.1,23.5,3.7,7.9,-6.6,-5.6,-0.2,7.1,-3.3,-1.0,11.3
2019-10-01,8.6,23.3,5.6,6.7,2.8,4.0,-10.6,-2.6,12.7,23.1,12.6,29.1,11.4,25.0,6.8,14.2,-8.0,-7.7,10.2,6.1,-0.5,-7.3,13.8
2019-11-01,6.7,12.5,8.2,-5.9,-4.9,-0.8,0.3,-4.6,13.5,28.3,20.5,31.9,17.5,29.8,7.3,-6.4,-2.7,-9.7,4.6,5.9,8.6,1.5,14.3
2019-12-01,13.3,34.9,2.7,9.0,9.0,14.8,12.3,0.9,25.0,35.8,20.8,44.0,18.8,40.8,6.1,16.3,10.9,12.3,15.3,15.6,10.0,15.2,-9.5
2020-01-01,6.2,24.7,1.2,2.1,-2.7,6.4,6.0,7.1,12.1,34.4,26.5,36.9,24.8,35.6,2.0,17.4,9.7,3.8,0.1,16.2,-3.3,9.3,8.5
2020-02-01,-2.9,17.2,-0.4,-0.8,1.8,5.8,-0.9,-1.7,15.1,25.6,20.2,33.3,27.3,29.7,4.8,6.4,-10.8,-15.5,-11.6,1.4,-6.3,-3.0,2.0
2020-03-01,-82.0,-51.0,-26.7,-49.3,-27.3,-23.7,-58.2,-25.9,-20.2,-1.9,-11.9,-7.3,-35.0,-10.7,-39.0,-34.5,-41.2,-31.1,-84.6,-63.6,-84.0,-68.0,46.4
2020-04-01,-80.9,-13.2,-48.8,-8.6,-40.9,-18.2,-64.7,-3.3,-36.1,-0.7,-25.2,-12.5,-39.1,-10.9,-60.9,-23.2,-44.4,-25.2,-84.6,-22.4,-83.6,-22.0,41.0
2020-05-01,-4.6,33.0,-7.2,4.5,-15.3,-1.3,-14.3,15.7,-21.3,20.7,4.1,21.8,-8.6,24.5,-27.7,-5.5,-40.6,8.1,-11.4,31.2,-17.4,25.6,5.4
2020-06-01,34.0,39.8,-3.9,8.4,-6.8,7.2,-3.7,5.8,2.3,7.7,28.4,23.5,17.5,17.3,-2.5,1.9,-32.3,27.9,17.8,20.7,30.1,13.9,-9.6
2020-07-01,-23.6,31.7,-10.0,0.7,-15.0,-6.9,-7.8,4.0,-4.4,21.9,18.8,27.4,4.3,19.6,-6.2,2.0,-21.6,13.7,-3.9,6.0,-19.5,-3.5,13.7
2020-08-01,-8.9,35.7,1.8,19.0,-3.0,0.4,-13.4,1.4,1.3,20.8,18.2,20.7,17.1,21.2,-1.7,13.4,-7.7,30.1,12.3,28.1,8.2,28.9,7.2
2020-09-01,22.9,44.7,2.7,18.8,2.5,6.5,3.9,6.7,7.0,28.4,28.1,32.7,24.5,34.0,-1.9,21.8,-4.7,36.3,10.9,28.5,13.3,25.8,0.0
2020-10-01,7.3,27.5,-1.6,11.4,-4.7,8.4,-4.4,10.8,12.2,31.9,19.7,28.0,22.4,26.0,-0.1,14.0,3.3,21.0,16.9,18.3,18.7,22.2,-2.0
2020-11-01,-5.0,31.6,-1.9,16.0,-0.6,7.6,-1.5,1.7,7.1,31.0,20.0,42.9,17.1,38.8,5.1,14.3,3.4,26.0,0.6,17.9,-1.4,19.0,18.4
2020-12-01,2.1,32.3,0.7,21.0,3.2,0.3,-2.9,1.0,6.5,35.8,36.8,53.0,24.5,47.0,2.4,20.0,-0.5,14.7,-1.8,25.3,-11.0,21.7,0.0
2021-01-01,-0.9,30.1,1.5,15.7,2.1,12.0,1.9,2.3,5.1,38.6,35.5,36.0,22.0,24.0,-1.6,26.0,-2.3,34.7,-1.9,26.4,-0.9,22.4,3.9
2021-02-01,-1.3,38.7,-2.6,15.2,-2.5,8.4,-11.5,0.7,7.4,38.6,32.1,44.5,37.6,40.0,9.5,20.0,2.3,35.9,-7.9,38.1,-4.5,31.1,4.3
2021-03-01,19.8,46.9,5.1,29.0,5.7,15.3,0.8,9.2,22.9,44.2,33.0,49.0,33.5,43.4,15.7,34.7,-14.2,42.2,34.2,48.6,34.0,42.6,-9.3
2021-04-01,9.6,48.4,10.5,32.9,3.4,15.5,5.6,12.4,18.0,41.3,47.4,59.6,40.9,48.9,2.9,34.0,-15.0,41.7,18.5,32.7,26.7,43.1,4.1
2021-05-01,-6.4,60.3,9.4,36.0,3.2,12.4,0.0,10.7,16.9,50.7,52.7,51.9,47.3,36.6,15.5,25.5,-10.8,49.6,13.9,41.9,26.5,37.5,-18.8
2021-06-01,-5.5,64.1,1.9,36.3,1.4,19.4,-6.0,11.2,21.7,48.3,59.5,52.3,58.7,55.6,20.4,24.4,-16.8,37.5,5.7,32.7,29.9,39.2,8.7
2021-07-01,1.0,60.3,-0.5,39.0,8.7,14.4,-2.4,15.4,18.2,56.3,52.0,59.1,44.5,48.8,24.1,29.6,-7.3,41.0,14.2,36.6,15.2,25.3,14.9
2021-08-01,7.5,47.0,2.8,32.7,3.5,24.7,5.8,20.3,26.6,53.1,41.3,45.5,41.0,39.5,12.7,25.5,-6.3,24.5,-0.5,36.2,7.2,22.7,16.7
2021-09-01,8.3,28.9,9.1,28.8,7.0,10.0,10.2,7.5,26.9,50.6,49.7,48.9,52.0,50.0,10.3,15.2,11.6,25.0,3.5,18.6,8.3,14.1,20.8
2021-10-01,-11.4,45.4,0.5,17.0,5.5,15.4,9.7,9.4,40.3,49.0,55.1,35.6,48.1,24.5,6.2,15.9,-9.1,27.2,-1.2,17.8,0.1,17.2,8.5
2021-11-01,22.7,37.9,6.7,25.3,10.5,11.1,4.4,8.8,46.7,50.7,65.1,52.4,61.7,45.2,24.0,27.5,10.4,20.1,13.7,25.5,13.5,19.0,16.0
2021-12-01,12.3,45.2,7.8,31.1,8.6,13.9,5.6,5.8,42.4,53.1,43.7,48.9,47.4,44.2,5.1,23.3,15.5,35.5,16.2,17.9,8.4,11.5,2.4
2022-01-01,-9.2,44.2,5.6,25.1,1.6,18.0,-0.5,0.8,36.2,44.3,45.1,51.1,44.4,52.3,17.1,27.2,-9.9,23.9,-10.9,13.5,-7.7,3.6,24.0
2022-02-01,9.3,38.7,10.5,26.5,8.5,10.9,10.2,12.1,34.2,48.4,53.8,47.7,50.4,50.0,18.7,40.9,-2.2,36.4,7.8,15.8,2.6,9.3,2.2
2022-03-01,-3.9,36.7,1.6,26.9,5.3,10.8,3.9,13.5,32.9,56.9,59.5,61.5,48.7,57.5,13.5,22.5,-8.4,20.2,-11.0,6.9,-10.3,2.1,7.5
2022-04-01,-8.8,33.5,8.9,22.1,5.4,4.9,1.8,3.1,33.3,49.1,55.6,48.9,55.2,42.6,11.3,26.7,0.0,28.0,-5.0,3.6,0.8,-2.9,14.6
2022-05-01,-13.2,16.8,0.4,20.1,-0.1,0.6,0.5,3.3,30.1,53.8,51.6,50.0,43.0,47.6,12.5,30.9,-0.9,3.8,-2.6,-5.1,-3.6,-4.7,18.2
2022-06-01,-12.1,-1.4,-3.8,11.8,-8.6,-0.7,-7.2,-7.7,29.9,44.5,51.5,58.5,36.7,41.5,10.4,21.2,0.4,23.4,-22.2,-16.2,-25.9,-28.4,42.3
2022-07-01,-19.6,15.5,5.1,15.7,-1.4,3.1,-0.3,4.0,18.4,41.0,41.0,41.8,31.3,25.5,9.8,16.7,13.6,27.8,-15.5,-12.3,-23.1,-17.9,14.2
2022-08-01,-5.4,19.9,3.7,14.8,-4.7,0.4,-4.6,-6.2,17.1,32.7,39.6,38.9,32.2,33.3,7.3,3.7,3.2,12.3,-11.2,-5.0,-19.2,-15.0,12.9
2022-09-01,-17.7,3.4,2.5,4.7,-0.8,-1.0,-7.7,5.0,16.5,33.6,49.3,38.9,31.3,29.4,6.5,9.3,10.6,21.3,-12.5,-11.8,-21.1,-20.8,8.2
2022-10-01,-8.3,5.5,3.2,7.5,-2.1,8.6,-1.4,-6.4,13.2,36.8,42.7,43.0,20.1,32.3,7.0,13.9,9.4,6.5,-13.4,-8.5,-21.8,-23.8,20.6
2022-11-01,-12.4,5.8,-5.2,9.9,-4.5,2.4,1.4,-3.1,10.1,33.0,40.0,39.7,12.6,21.3,8.5,11.3,16.3,12.7,-11.7,-12.8,-22.2,-19.4,27.7
2022-12-01,-12.0,7.1,-0.7,1.1,-5.2,-5.6,-11.1,-11.7,18.1,26.3,35.0,38.1,16.0,25.4,4.8,9.4,14.2,3.7,-13.0,-14.7,-33.0,-30.0,17.6
2023-01-01,-3.0,1.8,2.0,6.9,-1.1,-1.9,-6.1,-14.4,26.8,21.2,33.3,23.4,23.4,21.5,6.9,19.3,3.2,4.0,-14.5,-8.7,-19.6,-17.0,5.7
2023-02-01,-19.9,11.4,6.9,10.1,1.7,-5.4,-1.6,-0.3,16.6,31.2,33.7,39.4,17.2,25.8,10.1,18.3,9.6,8.6,-18.4,-8.0,-18.7,-17.0,13.2
2023-03-01,0.8,16.7,-6.8,10.8,-0.4,-1.5,-10.9,-11.9,19.7,25.3,30.0,20.0,6.8,5.1,5.9,1.6,4.9,17.8,-15.7,-9.0,-26.9,-17.1,25.4
